Unnamed: 0,Age,Education_num,Race,Sex,Hours_per_week,Class_ind,Occupation_ind
11474,27,10,0,0,40,1,1
8314,41,11,0,1,40,1,1
12694,70,13,0,0,15,1,1
1535,20,10,0,0,32,0,0
1318,27,7,0,0,40,1,1
2730,33,13,0,0,40,1,1
11121,62,10,0,0,20,1,1
10446,41,13,0,1,45,1,1
7931,41,9,0,1,40,1,1
14384,39,9,0,0,40,1,1
4879,32,9,0,0,40,1,1
11343,64,3,1,0,40,1,1
11693,51,13,0,0,50,1,1
12426,33,9,0,0,60,1,1
14893,38,9,0,0,50,1,1
2228,36,9,1,1,40,0,0
2641,46,14,0,0,50,1,1
4418,38,11,0,0,48,1,1
9980,30,9,0,1,40,1,1
7691,30,9,0,0,40,1,1
6347,23,9,0,0,36,1,1
7403,36,9,0,1,40,1,1
7018,29,14,0,1,40,1,1
9363,19,9,0,0,37,1,1
356,33,13,0,0,45,1,1
8860,65,9,0,0,40,1,1
12162,21,10,0,0,40,0,0
15803,56,12,0,1,40,1,1
15664,60,3,0,0,44,1,1
4584,41,11,0,1,40,1,1
837,37,7,0,0,40,1,1
266,61,9,0,0,40,0,0
9774,22,9,0,0,40,1,1
2006,28,15,0,0,65,1,1
7172,24,7,0,0,39,1,1
14805,42,9,0,0,72,1,1
11809,33,9,0,0,40,1,1
2362,53,13,0,0,45,1,1
8163,22,10,3,0,24,1,1
10260,35,6,0,1,40,1,1
14886,50,9,0,0,48,1,1
13424,61,9,0,1,40,1,1
11903,22,10,0,0,10,1,1
7510,33,13,0,1,38,1,1
7134,49,11,0,0,40,1,1
7881,46,14,0,0,50,1,1
826,30,10,0,1,40,1,1
10609,45,9,1,1,40,1,1
4253,40,9,0,0,40,1,1
7171,21,10,0,0,35,1,1
14537,40,9,0,0,40,1,1
12792,19,10,0,1,20,1,1
1441,34,9,0,0,40,1,1
3066,52,9,0,0,19,1,1
12492,68,15,0,0,60,1,1
2748,24,9,0,1,40,1,1
3189,42,14,0,0,50,1,1
13015,18,9,0,0,30,1,1
14777,33,9,0,0,35,1,1
6461,20,7,0,0,40,1,1
3061,42,10,0,0,40,1,1
9132,37,9,0,0,40,1,1
889,35,13,0,0,45,1,1
14677,47,9,0,0,40,1,1
13667,40,9,0,1,40,1,1
7590,33,9,0,0,99,1,1
1963,24,10,0,0,45,1,1
3125,47,9,0,0,50,1,1
14108,36,10,0,0,68,1,1
7223,21,10,0,0,40,0,0
15970,38,8,0,0,56,1,1
1127,67,13,0,0,20,0,0
14445,27,15,0,0,45,1,1
12839,21,10,0,1,40,0,0
7556,22,10,0,1,30,1,1
13607,20,5,0,0,40,1,1
7518,57,14,0,0,60,1,1
9308,19,10,3,1,40,1,1
7464,52,9,0,0,40,1,1
1543,35,10,0,0,40,1,1
3263,28,11,0,0,50,1,1
10398,54,10,0,1,40,1,1
10632,34,8,0,0,25,1,1
2268,37,9,0,0,40,1,1
3770,18,6,0,0,40,1,1
8249,21,6,0,0,44,1,1
8736,38,9,0,0,50,1,1
132,20,9,0,1,40,0,0
16048,28,13,0,1,40,1,1
6138,49,13,0,1,40,1,1
12730,42,14,0,0,40,1,1
603,67,13,0,0,40,1,1
9102,21,10,0,0,40,0,0
843,37,13,0,1,16,1,1
393,24,9,0,1,40,1,1
14938,26,10,0,0,40,1,1
6558,22,9,0,0,40,1,1
12369,24,9,0,0,40,1,1
15851,26,9,0,1,15,0,0
15404,27,9,0,0,40,1,1
4989,26,10,0,1,35,0,0
10866,24,9,0,0,65,1,1
3928,42,9,0,0,40,1,1
5511,41,10,1,1,40,1,1
9249,29,13,0,1,40,1,1
15643,46,14,0,1,40,1,1
14159,32,13,0,0,40,1,1
15504,44,13,0,0,45,1,1
8610,42,13,0,0,40,1,1
2277,24,9,0,1,30,1,1
7593,42,9,0,0,40,1,1
3234,32,9,1,0,38,1,1
13344,20,9,0,1,35,1,1
3498,44,9,3,0,40,1,1
6951,22,10,1,0,20,1,1
4613,30,13,0,0,40,1,1
14374,39,10,0,0,50,1,1
7180,23,7,0,0,30,1,1
401,26,12,0,1,20,1,1
8893,47,14,0,0,40,1,1
14998,33,13,0,1,20,1,1
5727,29,13,0,1,40,1,1
14329,24,9,0,0,40,1,1
10400,40,9,1,1,40,1,1
11533,25,9,3,0,40,1,1
12489,39,10,1,0,24,1,1
4680,26,13,0,1,40,1,1
9349,61,7,0,0,40,1,1
5008,60,10,0,1,50,1,1
11733,28,9,0,0,50,1,1
3403,36,9,0,1,40,1,1
3515,63,4,0,0,70,1,1
3883,21,10,0,1,25,1,1
15006,36,4,0,0,45,1,1
15900,39,10,0,0,40,1,1
9340,44,9,0,1,35,1,1
11710,31,10,0,0,45,1,1
1573,34,5,0,1,38,1,1
15181,30,10,0,1,36,0,0
13049,20,10,0,0,40,1,1
2423,48,16,0,0,50,1,1
11216,43,13,0,0,40,1,1
5264,42,13,0,1,17,1,1
9459,54,13,0,0,40,1,1
11201,61,4,0,0,70,0,0
8201,31,13,0,0,40,1,1
3548,42,10,0,0,30,1,1
253,42,13,0,0,40,1,1
8649,34,13,0,0,35,1,1
12758,48,14,0,1,44,1,1
12304,27,13,1,0,40,1,1
8670,22,13,0,0,20,1,1
12414,30,9,0,0,40,1,1
15642,38,9,0,1,45,1,1
14127,22,4,0,0,16,1,1
5501,43,10,0,0,40,1,1
8803,22,13,0,0,40,0,0
809,23,10,0,0,40,1,1
11980,29,13,0,1,50,1,1
6125,25,9,0,0,50,1,1
8270,25,9,0,1,35,1,1
2650,27,7,3,0,40,0,0
7816,43,8,0,1,25,1,1
16133,43,10,0,1,40,1,1
12683,51,14,0,0,40,1,1
3190,37,10,0,1,44,1,1
3620,17,8,0,0,45,1,1
1702,45,11,0,1,40,1,1
7945,50,9,2,1,40,1,1
13758,19,10,0,1,40,1,1
3650,19,9,0,1,15,1,1
13939,39,13,0,1,50,1,1
12871,38,9,0,0,75,1,1
15648,31,13,0,0,40,1,1
15861,39,13,1,1,40,0,0
9173,30,9,0,0,42,1,1
13781,24,10,0,0,40,1,1
12830,22,13,0,1,35,1,1
3370,40,9,1,0,50,1,1
15330,40,3,0,0,30,1,1
7447,55,10,1,0,40,1,1
11059,58,9,0,0,55,1,1
11073,31,7,1,0,35,1,1
14566,24,7,0,0,40,1,1
6383,64,9,0,0,30,1,1
10109,38,9,0,0,40,1,1
12372,75,10,0,0,35,1,1
11038,35,9,0,0,40,1,1
2132,39,9,0,0,40,1,1
11097,32,13,0,1,24,1,1
9422,23,10,0,1,20,1,1
664,65,7,0,0,29,0,0
11250,47,15,0,0,60,1,1
9757,46,9,0,0,40,1,1
14857,33,9,0,0,43,1,1
1736,66,9,0,0,40,1,1
15597,29,11,0,0,40,1,1
5259,44,9,1,1,38,1,1
8986,44,9,1,0,40,1,1
3347,59,9,0,0,40,1,1
1568,22,7,0,0,42,1,1
462,39,13,0,0,60,1,1
743,46,9,0,0,50,1,1
222,39,9,0,0,40,1,1
10676,60,4,0,0,50,1,1
3994,20,10,0,0,30,0,0
1979,51,14,0,0,35,1,1
8824,30,13,0,0,40,1,1
625,43,13,0,0,50,1,1
11592,66,7,0,0,40,1,1
9950,53,10,0,0,40,1,1
13459,35,9,0,0,56,1,1
12954,47,10,0,1,40,1,1
11203,36,9,0,0,40,1,1
13056,51,11,0,1,40,1,1
344,66,9,0,0,40,1,1
5494,40,15,0,0,50,1,1
15493,36,8,0,0,42,1,1
14182,23,9,1,0,40,1,1
1004,48,9,1,0,40,1,1
4449,47,14,0,0,50,1,1
2280,39,10,0,0,55,1,1
456,19,10,0,0,35,1,1
13086,50,14,0,1,25,1,1
14617,17,6,0,1,10,1,1
4335,28,13,0,1,40,1,1
2621,36,10,0,1,32,1,1
873,50,9,1,0,45,0,0
14249,53,9,0,0,40,1,1
14728,22,10,0,0,43,0,0
6824,30,9,0,0,40,1,1
14701,42,12,1,1,40,1,1
16116,18,9,1,1,20,1,1
15697,17,6,0,0,25,1,1
5114,31,10,0,0,50,1,1
10383,43,10,0,0,40,1,1
5212,60,11,2,1,40,1,1
11074,30,9,3,0,52,1,1
1760,22,9,1,1,40,1,1
842,23,7,0,0,3,1,1
14352,29,13,0,1,40,1,1
13857,24,13,0,1,40,1,1
7676,47,10,0,0,40,1,1
5199,49,13,0,0,75,1,1
4803,17,7,0,1,15,1,1
2902,21,10,0,0,30,0,0
10864,43,2,0,0,28,1,1
15947,39,10,0,1,40,1,1
15922,19,9,0,0,40,0,0
8028,32,8,0,0,30,1,1
9148,46,13,0,0,50,1,1
779,64,1,3,0,40,1,1
7652,53,10,0,0,45,1,1
13632,54,4,0,1,40,1,1
8985,34,11,0,0,55,1,1
15986,49,6,0,0,40,1,1
3431,47,9,0,1,40,0,0
15377,65,9,0,1,40,1,1
9837,33,6,0,0,40,1,1
14230,33,9,0,0,40,1,1
14927,47,9,1,0,40,1,1
9646,44,12,0,0,35,1,1
13241,33,10,0,1,40,1,1
4725,42,10,0,0,40,1,1
1469,40,15,0,1,40,1,1
5130,43,13,0,0,60,1,1
9680,19,10,0,0,30,1,1
13874,41,11,0,0,40,1,1
14673,35,10,0,0,40,1,1
11471,25,13,0,1,38,1,1
12339,70,13,0,1,30,1,1
9931,28,14,0,1,40,1,1
13944,48,9,0,0,40,1,1
11647,51,10,0,0,55,1,1
368,33,14,0,1,8,1,1
13686,55,13,0,0,40,1,1
3593,29,9,1,0,40,1,1
1415,43,13,0,1,35,1,1
12899,44,13,0,0,40,1,1
9971,39,12,0,0,45,1,1
7441,23,10,1,0,40,1,1
8852,37,9,0,0,60,1,1
16145,22,9,0,1,40,1,1
13230,32,9,0,0,40,1,1
8877,39,14,0,1,40,1,1
8005,23,10,0,1,10,1,1
8035,31,14,3,0,60,1,1
2825,41,13,0,0,40,1,1
12952,19,10,0,0,30,1,1
1721,36,10,0,0,40,1,1
9609,21,10,0,1,25,1,1
5324,27,6,0,1,40,1,1
4060,42,14,0,0,65,1,1
15705,33,13,0,0,55,1,1
1824,40,14,0,0,52,1,1
14532,22,13,0,0,40,1,1
1397,48,13,2,1,40,1,1
15727,33,9,1,1,40,1,1
12832,52,14,0,0,40,1,1
10217,57,10,1,1,40,1,1
3232,19,9,0,0,44,0,0
8576,53,9,0,0,40,1,1
1918,56,9,1,1,36,1,1
15020,37,9,0,1,40,1,1
8526,51,13,0,0,60,1,1
1569,45,9,0,0,40,1,1
1831,41,10,0,0,40,1,1
347,59,4,0,0,50,1,1
1242,42,5,0,1,40,1,1
14978,67,13,0,0,40,1,1
15867,42,14,3,0,40,1,1
12302,60,5,0,0,70,1,1
9174,19,9,0,0,38,1,1
6912,49,9,0,0,50,1,1
4656,45,16,0,0,40,1,1
7779,24,10,0,1,12,1,1
12949,18,10,0,1,25,1,1
14251,52,9,0,1,60,1,1
14993,17,10,0,1,6,1,1
7646,53,10,0,0,40,1,1
12038,35,2,0,0,65,1,1
7614,44,14,0,0,54,1,1
12305,46,10,0,1,40,1,1
9355,62,9,0,0,40,1,1
13960,20,9,1,1,40,1,1
8637,20,9,0,1,20,1,1
16153,44,13,0,0,50,1,1
14526,36,8,0,0,40,1,1
8796,33,10,1,0,40,1,1
11545,47,9,0,1,40,1,1
14238,19,5,0,0,40,1,1
6580,40,9,0,0,40,1,1
1222,46,12,0,0,45,1,1
7654,34,14,0,0,45,1,1
2134,57,10,0,0,45,1,1
10104,46,13,0,0,60,1,1
9747,23,9,0,1,40,1,1
13674,25,9,0,0,40,1,1
11672,37,5,3,1,40,1,1
8862,22,10,0,1,38,1,1
7918,31,9,0,0,30,1,1
15733,40,3,0,0,40,1,1
7968,25,13,0,1,45,1,1
13176,38,10,3,0,40,1,1
509,35,9,0,0,65,1,1
12399,35,9,1,0,40,1,1
12844,27,11,0,1,35,1,1
14004,44,9,0,0,50,1,1
6400,57,7,1,0,54,1,1
6298,25,13,3,1,40,1,1
11377,45,13,0,0,45,1,1
3986,20,10,0,1,40,1,1
748,37,13,1,1,45,1,1
5246,33,13,0,0,40,1,1
1259,21,10,0,0,40,0,0
4718,28,13,0,1,48,1,1
1888,39,9,0,1,50,1,1
8969,20,10,0,0,40,1,1
9639,37,4,1,0,56,1,1
711,58,13,0,0,65,1,1
14330,23,9,0,0,40,1,1
15714,42,9,0,1,40,1,1
8735,76,10,0,0,20,1,1
5833,26,10,0,0,40,1,1
11580,57,13,0,1,45,1,1
14322,37,10,0,1,40,1,1
3438,24,9,1,0,36,1,1
4808,42,10,1,0,40,1,1
3329,43,13,1,0,38,1,1
3293,47,16,0,1,23,1,1
9248,49,13,0,0,50,1,1
12849,51,9,0,0,50,1,1
7152,19,10,0,0,40,0,0
10643,47,12,0,1,35,1,1
8045,55,9,0,0,60,1,1
8229,22,6,1,1,40,1,1
14224,35,9,1,0,50,1,1
10925,33,14,0,1,40,1,1
10811,35,9,0,1,50,1,1
4865,22,10,0,1,10,1,1
5551,47,9,0,1,40,1,1
13340,22,2,0,0,40,1,1
8451,27,13,0,0,40,1,1
104,52,9,0,1,28,1,1
7981,48,9,0,1,25,1,1
1794,36,9,0,0,38,1,1
11388,20,6,0,0,30,1,1
15507,38,10,0,0,40,1,1
2386,26,10,0,0,30,1,1
7603,38,13,0,0,40,1,1
4847,31,11,1,0,45,1,1
9983,25,9,0,0,40,1,1
5837,18,9,0,1,20,1,1
14160,40,9,0,1,40,1,1
1658,20,3,0,0,40,1,1
212,38,11,0,1,40,1,1
13085,47,9,0,0,52,1,1
5886,48,10,0,0,50,1,1
4419,44,10,0,0,40,1,1
15381,32,13,0,0,40,1,1
5193,71,13,0,1,38,1,1
5735,22,9,1,0,40,0,0
1359,41,16,0,1,40,1,1
334,34,14,0,0,50,1,1
2166,43,13,0,0,35,1,1
3110,41,14,0,0,60,1,1
7516,53,9,0,0,40,1,1
5709,31,9,0,1,8,1,1
15598,49,10,0,0,40,1,1
792,57,6,0,0,40,1,1
233,34,9,0,0,40,1,1
9279,80,14,0,0,54,1,1
8384,29,9,0,0,40,1,1
1064,37,10,0,0,50,1,1
209,31,10,0,0,55,1,1
12456,37,10,0,0,45,1,1
12665,59,9,0,1,40,1,1
14571,24,10,0,1,30,1,1
10360,51,7,3,0,35,1,1
4498,44,10,0,0,35,1,1
13567,33,13,0,1,10,1,1
15147,40,9,1,1,40,1,1
2413,21,9,0,0,53,1,1
6598,25,7,0,1,40,1,1
10436,18,8,0,1,20,0,0
9125,23,11,0,0,40,1,1
13557,65,10,0,1,20,1,1
834,47,6,0,0,35,1,1
871,36,10,0,0,50,1,1
8373,48,10,0,0,45,1,1
1263,36,9,0,0,40,1,1
1618,47,10,0,1,23,1,1
14564,28,9,0,1,17,1,1
4345,51,9,0,1,40,1,1
15084,29,7,0,0,60,1,1
2414,49,13,0,0,40,1,1
10240,31,10,0,0,40,1,1
14698,44,10,0,0,35,1,1
8515,41,14,0,0,55,1,1
1220,34,9,0,0,40,1,1
11982,38,9,3,0,40,1,1
1765,35,13,0,0,40,1,1
7306,39,9,0,0,60,1,1
6552,37,12,0,0,47,1,1
13257,45,9,0,0,70,1,1
14544,37,4,0,1,40,1,1
2001,41,10,0,1,40,1,1
5609,25,10,0,1,40,1,1
9642,21,10,0,1,49,1,1
4581,18,7,0,1,20,1,1
9883,51,6,0,0,40,1,1
7228,53,8,0,0,45,1,1
1485,44,13,0,0,55,1,1
3582,29,9,0,0,50,1,1
2523,33,10,0,0,40,1,1
5990,62,9,0,0,40,0,0
10051,21,11,1,1,40,1,1
14331,38,13,0,0,40,1,1
9781,32,9,0,0,50,1,1
3078,54,11,0,0,40,1,1
4833,63,10,3,0,40,1,1
11242,63,15,0,0,40,1,1
1305,18,9,0,0,40,1,1
4782,60,15,3,0,60,1,1
6206,28,9,0,1,40,1,1
10650,34,10,0,1,40,1,1
15043,57,5,0,0,50,1,1
4381,28,9,0,0,40,1,1
12804,33,9,2,1,72,1,1
11356,31,10,1,1,50,1,1
8968,49,9,0,1,60,1,1
7417,30,13,0,1,38,1,1
6243,24,9,0,1,30,1,1
6452,37,9,0,0,35,1,1
15738,31,10,0,1,40,1,1
2165,41,10,0,0,45,1,1
617,52,8,0,0,40,1,1
15801,24,10,1,0,75,1,1
3803,54,13,0,0,40,1,1
7336,37,9,0,1,42,1,1
9282,68,9,1,1,24,1,1
15923,55,10,0,0,40,1,1
9899,42,9,0,0,50,1,1
15464,47,13,0,0,35,1,1
12126,23,13,0,1,40,1,1
2163,23,11,1,0,40,0,0
4770,33,11,0,1,40,1,1
11031,68,9,0,1,6,1,1
15961,19,10,0,1,20,1,1
2004,65,9,0,1,16,1,1
10995,46,12,0,0,60,1,1
15828,20,9,0,1,35,1,1
15580,30,10,0,0,75,1,1
3047,37,13,0,0,40,1,1
8686,51,10,0,0,40,1,1
14473,30,11,0,0,40,1,1
12704,74,9,0,1,28,1,1
14462,24,6,0,0,45,1,1
12726,32,3,0,0,48,1,1
9606,29,13,0,0,40,1,1
9921,34,13,0,0,40,1,1
3095,25,9,0,0,60,1,1
15388,27,9,0,0,45,1,1
3285,36,9,0,0,60,1,1
13818,30,13,0,1,60,1,1
10291,20,12,0,1,20,1,1
8414,32,10,4,1,40,1,1
1313,23,10,0,0,12,1,1
11689,32,8,0,0,70,1,1
6423,37,14,0,0,50,1,1
8741,59,10,0,1,40,1,1
10688,24,9,0,0,40,1,1
2903,42,13,0,0,40,1,1
9498,40,9,0,0,40,1,1
3333,38,10,0,1,50,1,1
12290,27,7,4,0,40,1,1
14727,47,9,0,0,84,1,1
3053,33,9,0,1,20,1,1
12074,40,5,2,1,20,1,1
5072,24,5,4,0,58,1,1
13738,43,13,3,0,50,1,1
8528,46,14,0,0,40,1,1
10671,32,13,0,1,40,1,1
9652,39,12,0,0,55,1,1
2269,39,9,0,0,60,1,1
2694,35,15,0,0,60,1,1
13644,42,13,0,0,40,1,1
9985,23,13,0,0,7,1,1
10834,45,9,0,0,84,1,1
11489,43,9,0,1,60,1,1
15718,36,9,0,0,50,1,1
7528,48,13,0,0,40,1,1
12239,35,10,0,0,60,1,1
8655,23,13,0,1,40,1,1
8788,43,15,0,0,55,1,1
4707,19,9,0,0,20,1,1
14557,24,10,0,0,60,0,0
2114,36,14,0,0,43,1,1
11179,23,10,0,1,40,1,1
6357,30,10,0,0,50,1,1
1541,29,9,1,1,55,1,1
7272,51,9,1,0,45,1,1
2602,52,10,1,1,40,1,1
14014,47,9,0,0,40,1,1
4607,29,10,3,0,40,1,1
15761,29,9,0,1,15,1,1
9770,33,16,3,0,40,1,1
7111,24,5,0,0,45,1,1
11773,18,7,0,0,5,1,1
4756,24,13,0,1,40,1,1
10630,19,10,0,1,22,1,1
5538,17,7,0,1,20,1,1
8149,35,10,0,0,40,1,1
520,32,13,0,1,40,1,1
11385,30,13,0,0,40,1,1
11057,48,9,0,0,50,1,1
10252,25,9,0,1,40,1,1
15646,23,9,0,0,40,1,1
1092,29,9,0,0,40,1,1
7782,24,14,0,0,60,1,1
13238,41,10,0,0,40,1,1
4913,36,12,0,1,3,1,1
6123,22,10,0,1,40,1,1
9225,23,10,0,1,40,1,1
3771,24,10,0,0,35,1,1
7507,54,15,3,0,40,1,1
1109,60,4,0,0,40,1,1
4655,37,9,0,0,50,1,1
10845,46,13,0,0,50,1,1
1038,35,9,3,1,40,1,1
7874,49,9,1,0,48,1,1
20,34,13,0,0,47,1,1
9129,39,9,0,0,40,1,1
7841,47,13,0,1,40,1,1
5531,28,10,0,0,50,1,1
7095,41,12,0,0,48,1,1
10752,56,10,0,0,40,1,1
934,54,9,0,0,40,1,1
8672,43,9,1,0,40,1,1
8296,42,13,0,0,65,1,1
14761,26,10,0,0,40,0,0
15409,32,12,0,1,40,1,1
1726,42,13,0,0,40,1,1
4490,21,9,0,0,40,1,1
11198,47,9,0,0,65,1,1
9611,20,9,0,1,40,1,1
1737,38,10,0,1,40,1,1
11274,21,9,0,0,40,1,1
7615,39,12,0,0,50,1,1
561,32,10,0,1,40,1,1
13422,21,10,0,1,20,1,1
12101,44,9,1,0,32,1,1
15058,47,9,0,0,40,1,1
12918,30,13,0,1,40,1,1
1162,36,9,0,0,35,1,1
14415,41,15,0,0,60,1,1
10895,21,3,0,0,40,1,1
8184,49,13,0,0,40,1,1
5825,32,13,0,1,50,1,1
1527,18,10,0,1,20,1,1
10075,39,9,0,0,40,1,1
15819,23,12,0,1,50,1,1
2930,34,10,0,1,40,1,1
5721,36,13,0,0,40,1,1
58,42,9,0,0,50,1,1
9522,22,13,0,0,10,1,1
8962,73,9,0,1,15,1,1
8949,71,9,0,0,3,1,1
14920,40,13,0,0,31,1,1
4483,22,9,0,0,40,0,0
2291,71,13,0,0,30,1,1
10586,45,11,0,0,48,1,1
14006,41,9,0,0,40,1,1
8956,53,3,0,0,40,1,1
10418,38,9,0,0,50,1,1
14765,31,9,0,1,40,1,1
12576,29,9,0,0,32,0,0
1649,52,9,1,0,99,1,1
16067,44,12,0,1,36,1,1
8897,35,9,0,0,40,1,1
2724,42,14,0,0,23,1,1
13962,24,13,0,1,45,1,1
938,27,6,0,1,48,1,1
4510,24,9,0,1,40,1,1
14021,19,9,0,0,40,1,1
15494,18,8,0,1,15,1,1
15945,34,13,0,1,43,1,1
4694,23,13,0,0,40,1,1
11650,47,6,0,0,40,1,1
15567,41,10,0,0,40,1,1
998,40,13,0,0,45,1,1
9546,35,9,0,0,40,1,1
4528,35,9,0,0,40,1,1
3870,20,10,0,1,30,0,0
8147,57,9,0,0,40,1,1
5354,30,10,0,1,40,1,1
15509,40,9,1,0,40,1,1
2907,44,12,0,0,60,1,1
11727,50,13,0,0,40,1,1
10639,20,10,0,1,15,1,1
3538,59,10,0,0,40,1,1
15042,52,9,0,1,45,1,1
5993,63,10,0,0,24,1,1
15408,89,6,0,0,20,0,0
915,31,5,0,1,40,0,0
14755,46,14,0,0,45,1,1
4415,28,9,0,0,45,1,1
12471,36,4,0,0,40,1,1
11189,37,13,0,0,40,1,1
14550,26,9,0,0,40,1,1
1817,56,9,3,1,21,1,1
15904,17,8,0,0,20,1,1
11278,26,10,0,0,40,1,1
3949,55,9,0,0,40,1,1
337,56,6,0,1,40,1,1
6431,24,13,0,1,40,1,1
2072,33,13,0,1,40,1,1
14145,38,9,0,0,45,1,1
14639,28,9,0,1,40,1,1
5822,22,9,0,1,40,1,1
12837,18,10,0,1,16,1,1
5143,43,13,0,0,20,1,1
8937,53,10,0,1,40,1,1
3513,25,9,0,1,45,1,1
2815,51,10,0,0,40,1,1
14773,21,10,0,0,40,1,1
6375,19,10,0,1,30,1,1
10393,38,13,0,0,50,1,1
14663,63,8,1,1,30,1,1
8629,36,4,0,0,60,1,1
16113,39,10,1,1,48,1,1
9178,21,9,0,0,35,1,1
766,19,9,0,1,40,1,1
9050,44,10,1,0,40,1,1
3782,41,10,0,1,40,1,1
11712,58,10,0,0,60,1,1
8282,54,9,1,1,40,1,1
1144,58,9,0,0,40,1,1
13573,34,9,0,0,40,1,1
13321,38,9,0,0,50,1,1
2510,64,4,0,0,40,0,0
12413,21,10,0,1,20,1,1
2273,61,12,0,0,40,1,1
2860,40,9,0,0,40,1,1
1221,53,10,0,0,32,1,1
11782,60,11,0,1,40,1,1
4864,54,10,0,1,40,1,1
15793,26,5,0,0,45,1,1
13539,45,9,0,1,38,1,1
8816,23,10,0,0,50,1,1
13816,52,7,0,0,32,1,1
14989,43,9,0,0,43,1,1
7077,37,9,0,1,50,1,1
4924,22,6,0,0,40,1,1
4532,70,11,0,0,40,1,1
14320,49,13,0,0,55,1,1
1672,41,9,0,0,40,1,1
12495,67,13,0,0,50,1,1
15344,34,9,1,0,40,1,1
15374,50,10,0,1,40,1,1
4055,22,12,0,0,40,0,0
6952,29,11,0,1,40,1,1
9967,26,12,0,0,40,1,1
1808,32,15,3,0,40,1,1
12876,38,10,4,0,40,1,1
2275,56,16,0,0,65,1,1
3761,25,13,0,0,40,1,1
9373,32,10,0,1,15,1,1
11502,20,10,0,0,40,1,1
10735,90,9,0,0,40,1,1
15057,37,10,0,1,56,1,1
2045,47,13,0,0,55,1,1
10113,24,11,0,1,40,1,1
8018,68,9,0,1,12,0,0
5113,60,4,0,0,15,1,1
1295,62,9,0,1,40,1,1
10862,34,10,0,0,48,1,1
4687,37,9,1,1,35,1,1
3952,23,6,0,0,40,1,1
7756,26,9,0,1,40,1,1
4317,25,13,0,0,40,1,1
10930,32,9,0,0,55,1,1
444,18,10,0,1,20,1,1
5519,20,9,0,1,20,1,1
858,47,14,0,0,40,1,1
8657,38,6,0,0,40,1,1
4439,51,16,0,0,50,1,1
5321,35,14,0,0,40,1,1
841,19,9,0,0,40,1,1
11750,41,6,0,0,40,1,1
595,59,9,0,1,40,1,1
15110,18,10,1,0,20,1,1
12578,24,10,3,0,64,1,1
994,42,10,0,1,52,1,1
8354,47,14,0,0,45,1,1
9798,35,9,0,1,35,1,1
1554,23,10,0,1,40,1,1
10941,24,5,0,1,40,0,0
1973,43,10,0,0,60,1,1
1951,42,9,0,0,40,1,1
15376,40,9,0,1,50,1,1
11054,20,10,3,1,8,0,0
15192,74,3,1,0,32,0,0
15859,37,10,0,0,40,1,1
